genes	uniprot
B9J09_RS07695	B9J09_RS07695
B9J09_RS07700	B9J09_RS07700
B9J09_RS07705	B9J09_RS07705
B9J09_RS07715	B9J09_RS07715
B9J09_RS07720	B9J09_RS07720
B9J09_RS07730	B9J09_RS07730
B9J09_RS07735	B9J09_RS07735
B9J09_RS07740	B9J09_RS07740
B9J09_RS07745	B9J09_RS07745
B9J09_RS07750	B9J09_RS07750
B9J09_RS07755	B9J09_RS07755
B9J09_RS07760	B9J09_RS07760
B9J09_RS07765	B9J09_RS07765
B9J09_RS07770	B9J09_RS07770
B9J09_RS07775	B9J09_RS07775
B9J09_RS07780	B9J09_RS07780
B9J09_RS07785	B9J09_RS07785
B9J09_RS07795	B9J09_RS07795
B9J09_RS07800	B9J09_RS07800
B9J09_RS07805	B9J09_RS07805
B9J09_RS07810	B9J09_RS07810
B9J09_RS07815	B9J09_RS07815
B9J09_RS07820	B9J09_RS07820
B9J09_RS07825	B9J09_RS07825
B9J09_RS07830	B9J09_RS07830
B9J09_RS07835	B9J09_RS07835
B9J09_RS07840	B9J09_RS07840
B9J09_RS07850	B9J09_RS07850
B9J09_RS07855	B9J09_RS07855
B9J09_RS07860	B9J09_RS07860
B9J09_RS07865	B9J09_RS07865
B9J09_RS07870	B9J09_RS07870
B9J09_RS07875	B9J09_RS07875
B9J09_RS07880	B9J09_RS07880
B9J09_RS07885	B9J09_RS07885
B9J09_RS07890	B9J09_RS07890
B9J09_RS07895	B9J09_RS07895
B9J09_RS07900	B9J09_RS07900
B9J09_RS07905	B9J09_RS07905
B9J09_RS07910	B9J09_RS07910
B9J09_RS07920	B9J09_RS07920
B9J09_RS07925	B9J09_RS07925
B9J09_RS07935	B9J09_RS07935
B9J09_RS07945	B9J09_RS07945
B9J09_RS07950	B9J09_RS07950
B9J09_RS07955	B9J09_RS07955
B9J09_RS07960	B9J09_RS07960
B9J09_RS07965	B9J09_RS07965
B9J09_RS07970	B9J09_RS07970
B9J09_RS07975	B9J09_RS07975
B9J09_RS07980	B9J09_RS07980
B9J09_RS07985	B9J09_RS07985
B9J09_RS07990	B9J09_RS07990
B9J09_RS07995	B9J09_RS07995
B9J09_RS08000	B9J09_RS08000
B9J09_RS08005	B9J09_RS08005
B9J09_RS08015	B9J09_RS08015
B9J09_RS08020	B9J09_RS08020
B9J09_RS08025	B9J09_RS08025
B9J09_RS08030	B9J09_RS08030
B9J09_RS08035	B9J09_RS08035
B9J09_RS08040	B9J09_RS08040
B9J09_RS08045	B9J09_RS08045
B9J09_RS08055	B9J09_RS08055
B9J09_RS08060	B9J09_RS08060
B9J09_RS08070	B9J09_RS08070
B9J09_RS13440	B9J09_RS13440
B9J09_RS08080	B9J09_RS08080
B9J09_RS08085	B9J09_RS08085
B9J09_RS08090	B9J09_RS08090
B9J09_RS08100	B9J09_RS08100
B9J09_RS08110	B9J09_RS08110
B9J09_RS08115	B9J09_RS08115
B9J09_RS08120	B9J09_RS08120
B9J09_RS08125	B9J09_RS08125
B9J09_RS08130	B9J09_RS08130
B9J09_RS08135	B9J09_RS08135
B9J09_RS08140	B9J09_RS08140
B9J09_RS08145	B9J09_RS08145
B9J09_RS08150	B9J09_RS08150
B9J09_RS08155	B9J09_RS08155
B9J09_RS08160	B9J09_RS08160
B9J09_RS08165	B9J09_RS08165
B9J09_RS08175	B9J09_RS08175
B9J09_RS08180	B9J09_RS08180
B9J09_RS08185	B9J09_RS08185
B9J09_RS13040	B9J09_RS13040
B9J09_RS08200	B9J09_RS08200
B9J09_RS08205	B9J09_RS08205
B9J09_RS08210	B9J09_RS08210
B9J09_RS08215	B9J09_RS08215
B9J09_RS08220	B9J09_RS08220
B9J09_RS08225	B9J09_RS08225
B9J09_RS08230	B9J09_RS08230
B9J09_RS08235	B9J09_RS08235
B9J09_RS08240	B9J09_RS08240
B9J09_RS08245	B9J09_RS08245
B9J09_RS08250	B9J09_RS08250
B9J09_RS08255	B9J09_RS08255
B9J09_RS08260	B9J09_RS08260
B9J09_RS08270	B9J09_RS08270
B9J09_RS08275	B9J09_RS08275
B9J09_RS08280	B9J09_RS08280
B9J09_RS08285	B9J09_RS08285
B9J09_RS08290	B9J09_RS08290
B9J09_RS08295	B9J09_RS08295
B9J09_RS13340	B9J09_RS13340
B9J09_RS08305	B9J09_RS08305
B9J09_RS08310	B9J09_RS08310
B9J09_RS08315	B9J09_RS08315
B9J09_RS12650	B9J09_RS12650
B9J09_RS08325	B9J09_RS08325
B9J09_RS12655	B9J09_RS12655
B9J09_RS08330	B9J09_RS08330
B9J09_RS08335	B9J09_RS08335
B9J09_RS08340	B9J09_RS08340
B9J09_RS08345	B9J09_RS08345
B9J09_RS08350	B9J09_RS08350
B9J09_RS13045	B9J09_RS13045
B9J09_RS08355	B9J09_RS08355
B9J09_RS08360	B9J09_RS08360
B9J09_RS08365	B9J09_RS08365
B9J09_RS08370	B9J09_RS08370
B9J09_RS08375	B9J09_RS08375
B9J09_RS08380	B9J09_RS08380
B9J09_RS08385	B9J09_RS08385
B9J09_RS12660	B9J09_RS12660
B9J09_RS08390	B9J09_RS08390
B9J09_RS08395	B9J09_RS08395
B9J09_RS08400	B9J09_RS08400
B9J09_RS08405	B9J09_RS08405
B9J09_RS12665	B9J09_RS12665
B9J09_RS08410	B9J09_RS08410
B9J09_RS08435	B9J09_RS08435
B9J09_RS08440	B9J09_RS08440
B9J09_RS08450	B9J09_RS08450
B9J09_RS12670	B9J09_RS12670
B9J09_RS08460	B9J09_RS08460
B9J09_RS08470	B9J09_RS08470
B9J09_RS12190	B9J09_RS12190
B9J09_RS08490	B9J09_RS08490
B9J09_RS08495	B9J09_RS08495
B9J09_RS08500	B9J09_RS08500
B9J09_RS08515	B9J09_RS08515
B9J09_RS08520	B9J09_RS08520
B9J09_RS08525	B9J09_RS08525
B9J09_RS08530	B9J09_RS08530
B9J09_RS08535	B9J09_RS08535
B9J09_RS08540	B9J09_RS08540
B9J09_RS08545	B9J09_RS08545
B9J09_RS08550	B9J09_RS08550
B9J09_RS08555	B9J09_RS08555
B9J09_RS08560	B9J09_RS08560
B9J09_RS08570	B9J09_RS08570
B9J09_RS08575	B9J09_RS08575
B9J09_RS08580	B9J09_RS08580
B9J09_RS08585	B9J09_RS08585
B9J09_RS08590	B9J09_RS08590
B9J09_RS08600	B9J09_RS08600
B9J09_RS08605	B9J09_RS08605
B9J09_RS08610	B9J09_RS08610
B9J09_RS08615	B9J09_RS08615
B9J09_RS08620	B9J09_RS08620
B9J09_RS08625	B9J09_RS08625
B9J09_RS08630	B9J09_RS08630
B9J09_RS08635	B9J09_RS08635
B9J09_RS08640	B9J09_RS08640
B9J09_RS08645	B9J09_RS08645
B9J09_RS08650	B9J09_RS08650
B9J09_RS08655	B9J09_RS08655
B9J09_RS08660	B9J09_RS08660
B9J09_RS08665	B9J09_RS08665
B9J09_RS08670	B9J09_RS08670
B9J09_RS08675	B9J09_RS08675
B9J09_RS08680	B9J09_RS08680
B9J09_RS08685	B9J09_RS08685
B9J09_RS08695	B9J09_RS08695
B9J09_RS08705	B9J09_RS08705
B9J09_RS08710	B9J09_RS08710
B9J09_RS08715	B9J09_RS08715
B9J09_RS08720	B9J09_RS08720
B9J09_RS08725	B9J09_RS08725
B9J09_RS08730	B9J09_RS08730
B9J09_RS08735	B9J09_RS08735
B9J09_RS08750	B9J09_RS08750
B9J09_RS08755	B9J09_RS08755
B9J09_RS08770	B9J09_RS08770
B9J09_RS08775	B9J09_RS08775
B9J09_RS08780	B9J09_RS08780
B9J09_RS08785	B9J09_RS08785
B9J09_RS08790	B9J09_RS08790
B9J09_RS08800	B9J09_RS08800
B9J09_RS08805	B9J09_RS08805
B9J09_RS08825	B9J09_RS08825
B9J09_RS08830	B9J09_RS08830
B9J09_RS08835	B9J09_RS08835
B9J09_RS08840	B9J09_RS08840
B9J09_RS08845	B9J09_RS08845
B9J09_RS08850	B9J09_RS08850
B9J09_RS08855	B9J09_RS08855
B9J09_RS08860	B9J09_RS08860
B9J09_RS08865	B9J09_RS08865
B9J09_RS08870	B9J09_RS08870
B9J09_RS08875	B9J09_RS08875
B9J09_RS08880	B9J09_RS08880
B9J09_RS08885	B9J09_RS08885
B9J09_RS08890	B9J09_RS08890
B9J09_RS08895	B9J09_RS08895
B9J09_RS08900	B9J09_RS08900
B9J09_RS08905	B9J09_RS08905
B9J09_RS08910	B9J09_RS08910
B9J09_RS08915	B9J09_RS08915
B9J09_RS08920	B9J09_RS08920
B9J09_RS08925	B9J09_RS08925
B9J09_RS08930	B9J09_RS08930
B9J09_RS08935	B9J09_RS08935
B9J09_RS08940	B9J09_RS08940
B9J09_RS08945	B9J09_RS08945
B9J09_RS08950	B9J09_RS08950
B9J09_RS08955	B9J09_RS08955
B9J09_RS08960	B9J09_RS08960
B9J09_RS08965	B9J09_RS08965
B9J09_RS08970	B9J09_RS08970
B9J09_RS08975	B9J09_RS08975
B9J09_RS08980	B9J09_RS08980
B9J09_RS08985	B9J09_RS08985
B9J09_RS08990	B9J09_RS08990
B9J09_RS08995	B9J09_RS08995
B9J09_RS09000	B9J09_RS09000
B9J09_RS09005	B9J09_RS09005
B9J09_RS09010	B9J09_RS09010
B9J09_RS09015	B9J09_RS09015
B9J09_RS09020	B9J09_RS09020
B9J09_RS09030	B9J09_RS09030
B9J09_RS09035	B9J09_RS09035
B9J09_RS09040	B9J09_RS09040
B9J09_RS09045	B9J09_RS09045
B9J09_RS09050	B9J09_RS09050
B9J09_RS09055	B9J09_RS09055
B9J09_RS09060	B9J09_RS09060
B9J09_RS09065	B9J09_RS09065
B9J09_RS09070	B9J09_RS09070
B9J09_RS09075	B9J09_RS09075
B9J09_RS09080	B9J09_RS09080
B9J09_RS09085	B9J09_RS09085
B9J09_RS09090	B9J09_RS09090
B9J09_RS09095	B9J09_RS09095
B9J09_RS09105	B9J09_RS09105
B9J09_RS09110	B9J09_RS09110
B9J09_RS09115	B9J09_RS09115
B9J09_RS09120	B9J09_RS09120
B9J09_RS09125	B9J09_RS09125
B9J09_RS09130	B9J09_RS09130
B9J09_RS09135	B9J09_RS09135
B9J09_RS09140	B9J09_RS09140
B9J09_RS09145	B9J09_RS09145
B9J09_RS09150	B9J09_RS09150
B9J09_RS09155	B9J09_RS09155
B9J09_RS09160	B9J09_RS09160
B9J09_RS12420	B9J09_RS12420
B9J09_RS09165	B9J09_RS09165
B9J09_RS09170	B9J09_RS09170
B9J09_RS09180	B9J09_RS09180
B9J09_RS09185	B9J09_RS09185
B9J09_RS09190	B9J09_RS09190
B9J09_RS09195	B9J09_RS09195
B9J09_RS12675	B9J09_RS12675
B9J09_RS09200	B9J09_RS09200
B9J09_RS09205	B9J09_RS09205
B9J09_RS09220	B9J09_RS09220
B9J09_RS09225	B9J09_RS09225
B9J09_RS09230	B9J09_RS09230
B9J09_RS09235	B9J09_RS09235
B9J09_RS09240	B9J09_RS09240
B9J09_RS09245	B9J09_RS09245
B9J09_RS09250	B9J09_RS09250
B9J09_RS09255	B9J09_RS09255
B9J09_RS09260	B9J09_RS09260
B9J09_RS09265	B9J09_RS09265
B9J09_RS09270	B9J09_RS09270
B9J09_RS09275	B9J09_RS09275
B9J09_RS09280	B9J09_RS09280
B9J09_RS09285	B9J09_RS09285
B9J09_RS09290	B9J09_RS09290
B9J09_RS09295	B9J09_RS09295
B9J09_RS09300	B9J09_RS09300
B9J09_RS09305	B9J09_RS09305
B9J09_RS09310	B9J09_RS09310
B9J09_RS09315	B9J09_RS09315
B9J09_RS09320	B9J09_RS09320
B9J09_RS09325	B9J09_RS09325
B9J09_RS09330	B9J09_RS09330
B9J09_RS09335	B9J09_RS09335
B9J09_RS09340	B9J09_RS09340
B9J09_RS09345	B9J09_RS09345
B9J09_RS09365	B9J09_RS09365
B9J09_RS09370	B9J09_RS09370
B9J09_RS09385	B9J09_RS09385
B9J09_RS09390	B9J09_RS09390
B9J09_RS09395	B9J09_RS09395
B9J09_RS09400	B9J09_RS09400
B9J09_RS09405	B9J09_RS09405
B9J09_RS09410	B9J09_RS09410
B9J09_RS09415	B9J09_RS09415
B9J09_RS09420	B9J09_RS09420
B9J09_RS09425	B9J09_RS09425
B9J09_RS09430	B9J09_RS09430
B9J09_RS09435	B9J09_RS09435
B9J09_RS09440	B9J09_RS09440
B9J09_RS09445	B9J09_RS09445
B9J09_RS09450	B9J09_RS09450
B9J09_RS09455	B9J09_RS09455
B9J09_RS09460	B9J09_RS09460
B9J09_RS09465	B9J09_RS09465
B9J09_RS13345	B9J09_RS13345
B9J09_RS09485	B9J09_RS09485
B9J09_RS09500	B9J09_RS09500
B9J09_RS13065	B9J09_RS13065
B9J09_RS09505	B9J09_RS09505
B9J09_RS09510	B9J09_RS09510
B9J09_RS09515	B9J09_RS09515
B9J09_RS09520	B9J09_RS09520
B9J09_RS09530	B9J09_RS09530
B9J09_RS09535	B9J09_RS09535
B9J09_RS09540	B9J09_RS09540
B9J09_RS09550	B9J09_RS09550
B9J09_RS09560	B9J09_RS09560
B9J09_RS09565	B9J09_RS09565
B9J09_RS09570	B9J09_RS09570
B9J09_RS09575	B9J09_RS09575
B9J09_RS09580	B9J09_RS09580
B9J09_RS09585	B9J09_RS09585
B9J09_RS09590	B9J09_RS09590
B9J09_RS09595	B9J09_RS09595
B9J09_RS09600	B9J09_RS09600
B9J09_RS09605	B9J09_RS09605
B9J09_RS09610	B9J09_RS09610
B9J09_RS09620	B9J09_RS09620
B9J09_RS09625	B9J09_RS09625
B9J09_RS09630	B9J09_RS09630
B9J09_RS09635	B9J09_RS09635
B9J09_RS09640	B9J09_RS09640
B9J09_RS09645	B9J09_RS09645
B9J09_RS09650	B9J09_RS09650
B9J09_RS09655	B9J09_RS09655
B9J09_RS09660	B9J09_RS09660
B9J09_RS09665	B9J09_RS09665
B9J09_RS09675	B9J09_RS09675
B9J09_RS09680	B9J09_RS09680
B9J09_RS09685	B9J09_RS09685
B9J09_RS09690	B9J09_RS09690
B9J09_RS09695	B9J09_RS09695
B9J09_RS09700	B9J09_RS09700
B9J09_RS09705	B9J09_RS09705
B9J09_RS09710	B9J09_RS09710
B9J09_RS09715	B9J09_RS09715
B9J09_RS09720	B9J09_RS09720
B9J09_RS09730	B9J09_RS09730
B9J09_RS12425	B9J09_RS12425
B9J09_RS09740	B9J09_RS09740
B9J09_RS09745	B9J09_RS09745
B9J09_RS09750	B9J09_RS09750
B9J09_RS09760	B9J09_RS09760
B9J09_RS09765	B9J09_RS09765
B9J09_RS09770	B9J09_RS09770
B9J09_RS09775	B9J09_RS09775
B9J09_RS09780	B9J09_RS09780
B9J09_RS09785	B9J09_RS09785
B9J09_RS09800	B9J09_RS09800
B9J09_RS09810	B9J09_RS09810
B9J09_RS09815	B9J09_RS09815
B9J09_RS09820	B9J09_RS09820
B9J09_RS09825	B9J09_RS09825
B9J09_RS09830	B9J09_RS09830
B9J09_RS09835	B9J09_RS09835
B9J09_RS09840	B9J09_RS09840
B9J09_RS09845	B9J09_RS09845
B9J09_RS09850	B9J09_RS09850
B9J09_RS09855	B9J09_RS09855
B9J09_RS09860	B9J09_RS09860
B9J09_RS09865	B9J09_RS09865
B9J09_RS09870	B9J09_RS09870
B9J09_RS12685	B9J09_RS12685
B9J09_RS09875	B9J09_RS09875
B9J09_RS09880	B9J09_RS09880
B9J09_RS09885	B9J09_RS09885
B9J09_RS09890	B9J09_RS09890
B9J09_RS09895	B9J09_RS09895
B9J09_RS09900	B9J09_RS09900
B9J09_RS13085	B9J09_RS13085
B9J09_RS09905	B9J09_RS09905
B9J09_RS09910	B9J09_RS09910
B9J09_RS09915	B9J09_RS09915
B9J09_RS09920	B9J09_RS09920
B9J09_RS09925	B9J09_RS09925
B9J09_RS09930	B9J09_RS09930
B9J09_RS09935	B9J09_RS09935
B9J09_RS09945	B9J09_RS09945
B9J09_RS09950	B9J09_RS09950
B9J09_RS09955	B9J09_RS09955
B9J09_RS09960	B9J09_RS09960
B9J09_RS13090	B9J09_RS13090
B9J09_RS09970	B9J09_RS09970
B9J09_RS09975	B9J09_RS09975
B9J09_RS09980	B9J09_RS09980
B9J09_RS09985	B9J09_RS09985
B9J09_RS09990	B9J09_RS09990
B9J09_RS09995	B9J09_RS09995
B9J09_RS10000	B9J09_RS10000
B9J09_RS10005	B9J09_RS10005
B9J09_RS10010	B9J09_RS10010
B9J09_RS12440	B9J09_RS12440
B9J09_RS10015	B9J09_RS10015
B9J09_RS10020	B9J09_RS10020
B9J09_RS10025	B9J09_RS10025
B9J09_RS10030	B9J09_RS10030
B9J09_RS10035	B9J09_RS10035
B9J09_RS10040	B9J09_RS10040
B9J09_RS13350	B9J09_RS13350
B9J09_RS10045	B9J09_RS10045
B9J09_RS10050	B9J09_RS10050
B9J09_RS13095	B9J09_RS13095
B9J09_RS10065	B9J09_RS10065
B9J09_RS10070	B9J09_RS10070
B9J09_RS13460	B9J09_RS13460
B9J09_RS10080	B9J09_RS10080
B9J09_RS10085	B9J09_RS10085
B9J09_RS10090	B9J09_RS10090
B9J09_RS10095	B9J09_RS10095
B9J09_RS10100	B9J09_RS10100
B9J09_RS10105	B9J09_RS10105
B9J09_RS10110	B9J09_RS10110
B9J09_RS10115	B9J09_RS10115
B9J09_RS10120	B9J09_RS10120
B9J09_RS10125	B9J09_RS10125
B9J09_RS10135	B9J09_RS10135
B9J09_RS10140	B9J09_RS10140
B9J09_RS10145	B9J09_RS10145
B9J09_RS10150	B9J09_RS10150
B9J09_RS10155	B9J09_RS10155
B9J09_RS13140	B9J09_RS13140
B9J09_RS10165	B9J09_RS10165
B9J09_RS10170	B9J09_RS10170
B9J09_RS13470	B9J09_RS13470
B9J09_RS10180	B9J09_RS10180
B9J09_RS10185	B9J09_RS10185
B9J09_RS10190	B9J09_RS10190
B9J09_RS10195	B9J09_RS10195
B9J09_RS12445	B9J09_RS12445
B9J09_RS10210	B9J09_RS10210
B9J09_RS10215	B9J09_RS10215
B9J09_RS10220	B9J09_RS10220
B9J09_RS10225	B9J09_RS10225
B9J09_RS12450	B9J09_RS12450
B9J09_RS10235	B9J09_RS10235
B9J09_RS10245	B9J09_RS10245
B9J09_RS10250	B9J09_RS10250
B9J09_RS10255	B9J09_RS10255
B9J09_RS10260	B9J09_RS10260
B9J09_RS10265	B9J09_RS10265
B9J09_RS10270	B9J09_RS10270
B9J09_RS10275	B9J09_RS10275
B9J09_RS13150	B9J09_RS13150
B9J09_RS10285	B9J09_RS10285
B9J09_RS10290	B9J09_RS10290
B9J09_RS10295	B9J09_RS10295
B9J09_RS10300	B9J09_RS10300
B9J09_RS10305	B9J09_RS10305
B9J09_RS10310	B9J09_RS10310
B9J09_RS10315	B9J09_RS10315
B9J09_RS10320	B9J09_RS10320
B9J09_RS10325	B9J09_RS10325
B9J09_RS10335	B9J09_RS10335
B9J09_RS10345	B9J09_RS10345
B9J09_RS13155	B9J09_RS13155
B9J09_RS10355	B9J09_RS10355
B9J09_RS10360	B9J09_RS10360
B9J09_RS10365	B9J09_RS10365
B9J09_RS10370	B9J09_RS10370
B9J09_RS10375	B9J09_RS10375
B9J09_RS10385	B9J09_RS10385
B9J09_RS10390	B9J09_RS10390
B9J09_RS10395	B9J09_RS10395
B9J09_RS10400	B9J09_RS10400
B9J09_RS10405	B9J09_RS10405
B9J09_RS10415	B9J09_RS10415
B9J09_RS12455	B9J09_RS12455
B9J09_RS10420	B9J09_RS10420
B9J09_RS12460	B9J09_RS12460
B9J09_RS10425	B9J09_RS10425
B9J09_RS10430	B9J09_RS10430
B9J09_RS10435	B9J09_RS10435
B9J09_RS10440	B9J09_RS10440
B9J09_RS10445	B9J09_RS10445
B9J09_RS10450	B9J09_RS10450
B9J09_RS10460	B9J09_RS10460
B9J09_RS10465	B9J09_RS10465
B9J09_RS10475	B9J09_RS10475
B9J09_RS10480	B9J09_RS10480
B9J09_RS10485	B9J09_RS10485
B9J09_RS10490	B9J09_RS10490
B9J09_RS10495	B9J09_RS10495
B9J09_RS10500	B9J09_RS10500
B9J09_RS10505	B9J09_RS10505
B9J09_RS10510	B9J09_RS10510
B9J09_RS10515	B9J09_RS10515
B9J09_RS10520	B9J09_RS10520
B9J09_RS10525	B9J09_RS10525
B9J09_RS10540	B9J09_RS10540
B9J09_RS10545	B9J09_RS10545
B9J09_RS10550	B9J09_RS10550
B9J09_RS10555	B9J09_RS10555
B9J09_RS10560	B9J09_RS10560
B9J09_RS10575	B9J09_RS10575
B9J09_RS10580	B9J09_RS10580
B9J09_RS10585	B9J09_RS10585
B9J09_RS10590	B9J09_RS10590
B9J09_RS10595	B9J09_RS10595
B9J09_RS10600	B9J09_RS10600
B9J09_RS10605	B9J09_RS10605
B9J09_RS10610	B9J09_RS10610
B9J09_RS12465	B9J09_RS12465
B9J09_RS10615	B9J09_RS10615
B9J09_RS10620	B9J09_RS10620
B9J09_RS10630	B9J09_RS10630
B9J09_RS10640	B9J09_RS10640
B9J09_RS10645	B9J09_RS10645
B9J09_RS10650	B9J09_RS10650
B9J09_RS10655	B9J09_RS10655
B9J09_RS10660	B9J09_RS10660
B9J09_RS10665	B9J09_RS10665
B9J09_RS10670	B9J09_RS10670
B9J09_RS10675	B9J09_RS10675
B9J09_RS10685	B9J09_RS10685
B9J09_RS13360	B9J09_RS13360
B9J09_RS10695	B9J09_RS10695
B9J09_RS10705	B9J09_RS10705
B9J09_RS10710	B9J09_RS10710
B9J09_RS10715	B9J09_RS10715
B9J09_RS10720	B9J09_RS10720
B9J09_RS12695	B9J09_RS12695
B9J09_RS12470	B9J09_RS12470
B9J09_RS10735	B9J09_RS10735
B9J09_RS10740	B9J09_RS10740
B9J09_RS10745	B9J09_RS10745
B9J09_RS10750	B9J09_RS10750
B9J09_RS10755	B9J09_RS10755
B9J09_RS10760	B9J09_RS10760
B9J09_RS10765	B9J09_RS10765
B9J09_RS10770	B9J09_RS10770
B9J09_RS13365	B9J09_RS13365
B9J09_RS10780	B9J09_RS10780
B9J09_RS10795	B9J09_RS10795
B9J09_RS10800	B9J09_RS10800
B9J09_RS10805	B9J09_RS10805
B9J09_RS10810	B9J09_RS10810
B9J09_RS10820	B9J09_RS10820
B9J09_RS10830	B9J09_RS10830
B9J09_RS10840	B9J09_RS10840
B9J09_RS10845	B9J09_RS10845
B9J09_RS10850	B9J09_RS10850
B9J09_RS10855	B9J09_RS10855
B9J09_RS10860	B9J09_RS10860
B9J09_RS13160	B9J09_RS13160
B9J09_RS10870	B9J09_RS10870
B9J09_RS10875	B9J09_RS10875
B9J09_RS10880	B9J09_RS10880
B9J09_RS10885	B9J09_RS10885
B9J09_RS10890	B9J09_RS10890
B9J09_RS10895	B9J09_RS10895
B9J09_RS10900	B9J09_RS10900
B9J09_RS10905	B9J09_RS10905
B9J09_RS10915	B9J09_RS10915
B9J09_RS10920	B9J09_RS10920
B9J09_RS10925	B9J09_RS10925
B9J09_RS10930	B9J09_RS10930
B9J09_RS10935	B9J09_RS10935
B9J09_RS10940	B9J09_RS10940
B9J09_RS10945	B9J09_RS10945
B9J09_RS10955	B9J09_RS10955
B9J09_RS10960	B9J09_RS10960
B9J09_RS10970	B9J09_RS10970
B9J09_RS10975	B9J09_RS10975
B9J09_RS10980	B9J09_RS10980
B9J09_RS10985	B9J09_RS10985
B9J09_RS10990	B9J09_RS10990
B9J09_RS10995	B9J09_RS10995
B9J09_RS11000	B9J09_RS11000
B9J09_RS11005	B9J09_RS11005
B9J09_RS11010	B9J09_RS11010
B9J09_RS11015	B9J09_RS11015
B9J09_RS11025	B9J09_RS11025
B9J09_RS11035	B9J09_RS11035
B9J09_RS11040	B9J09_RS11040
B9J09_RS11045	B9J09_RS11045
B9J09_RS11050	B9J09_RS11050
B9J09_RS11055	B9J09_RS11055
B9J09_RS11060	B9J09_RS11060
B9J09_RS11065	B9J09_RS11065
B9J09_RS11070	B9J09_RS11070
B9J09_RS11075	B9J09_RS11075
B9J09_RS11080	B9J09_RS11080
B9J09_RS11085	B9J09_RS11085
B9J09_RS11090	B9J09_RS11090
B9J09_RS11095	B9J09_RS11095
B9J09_RS11100	B9J09_RS11100
B9J09_RS11105	B9J09_RS11105
B9J09_RS11110	B9J09_RS11110
B9J09_RS11115	B9J09_RS11115
B9J09_RS11120	B9J09_RS11120
B9J09_RS11125	B9J09_RS11125
B9J09_RS11130	B9J09_RS11130
B9J09_RS11135	B9J09_RS11135
B9J09_RS11140	B9J09_RS11140
B9J09_RS11145	B9J09_RS11145
B9J09_RS11150	B9J09_RS11150
B9J09_RS11160	B9J09_RS11160
B9J09_RS11165	B9J09_RS11165
B9J09_RS11170	B9J09_RS11170
B9J09_RS11175	B9J09_RS11175
B9J09_RS11185	B9J09_RS11185
B9J09_RS11190	B9J09_RS11190
B9J09_RS11195	B9J09_RS11195
B9J09_RS11200	B9J09_RS11200
B9J09_RS11210	B9J09_RS11210
B9J09_RS11215	B9J09_RS11215
B9J09_RS11220	B9J09_RS11220
B9J09_RS11225	B9J09_RS11225
B9J09_RS11230	B9J09_RS11230
B9J09_RS11235	B9J09_RS11235
B9J09_RS11240	B9J09_RS11240
B9J09_RS11245	B9J09_RS11245
B9J09_RS11250	B9J09_RS11250
B9J09_RS11255	B9J09_RS11255
B9J09_RS11260	B9J09_RS11260
B9J09_RS11265	B9J09_RS11265
B9J09_RS11275	B9J09_RS11275
B9J09_RS11295	B9J09_RS11295
B9J09_RS11300	B9J09_RS11300
B9J09_RS11305	B9J09_RS11305
B9J09_RS11310	B9J09_RS11310
B9J09_RS11320	B9J09_RS11320
B9J09_RS11325	B9J09_RS11325
B9J09_RS11330	B9J09_RS11330
B9J09_RS11335	B9J09_RS11335
B9J09_RS11340	B9J09_RS11340
B9J09_RS11350	B9J09_RS11350
B9J09_RS11360	B9J09_RS11360
B9J09_RS11370	B9J09_RS11370
B9J09_RS11380	B9J09_RS11380
B9J09_RS12480	B9J09_RS12480
B9J09_RS13370	B9J09_RS13370
B9J09_RS11390	B9J09_RS11390
B9J09_RS13165	B9J09_RS13165
B9J09_RS11395	B9J09_RS11395
B9J09_RS11400	B9J09_RS11400
B9J09_RS13170	B9J09_RS13170
B9J09_RS11410	B9J09_RS11410
B9J09_RS11420	B9J09_RS11420
B9J09_RS11425	B9J09_RS11425
B9J09_RS11435	B9J09_RS11435
B9J09_RS11440	B9J09_RS11440
B9J09_RS11445	B9J09_RS11445
B9J09_RS11450	B9J09_RS11450
B9J09_RS11455	B9J09_RS11455
B9J09_RS13175	B9J09_RS13175
B9J09_RS11460	B9J09_RS11460
B9J09_RS11465	B9J09_RS11465
B9J09_RS11475	B9J09_RS11475
B9J09_RS11480	B9J09_RS11480
B9J09_RS11485	B9J09_RS11485
B9J09_RS11490	B9J09_RS11490
B9J09_RS11495	B9J09_RS11495
B9J09_RS11500	B9J09_RS11500
B9J09_RS11505	B9J09_RS11505
B9J09_RS11510	B9J09_RS11510
B9J09_RS11515	B9J09_RS11515
B9J09_RS11520	B9J09_RS11520
B9J09_RS11525	B9J09_RS11525
B9J09_RS11530	B9J09_RS11530
B9J09_RS11535	B9J09_RS11535
B9J09_RS11540	B9J09_RS11540
B9J09_RS11545	B9J09_RS11545
B9J09_RS11550	B9J09_RS11550
B9J09_RS13180	B9J09_RS13180
B9J09_RS11560	B9J09_RS11560
B9J09_RS11565	B9J09_RS11565
B9J09_RS11570	B9J09_RS11570
B9J09_RS11580	B9J09_RS11580
B9J09_RS13375	B9J09_RS13375
B9J09_RS11585	B9J09_RS11585
B9J09_RS11590	B9J09_RS11590
B9J09_RS11600	B9J09_RS11600
B9J09_RS11605	B9J09_RS11605
B9J09_RS12705	B9J09_RS12705
B9J09_RS12205	B9J09_RS12205
B9J09_RS11615	B9J09_RS11615
B9J09_RS13185	B9J09_RS13185
B9J09_RS11625	B9J09_RS11625
